,index,NUMBER,STREET,CITY,REGION,POSTCODE,ADDRESS,bathrooms,bedrooms,comps_link,graphs_data,home_details,last_sold_date,last_sold_price,lot_size_sqft,map,sqft,valuation_range_high,valuation_range_low,year_built,zestimate
747,8747,43,Melanie Dr,Bella Vista,AR,72714,43 Melanie Dr Bella Vista AR,2.0,,http://www.zillow.com/homes/comps/70707888_zpid/,http://www.zillow.com/homedetails/43-Melanie-Dr-Bella-Vista-AR-72714/70707888_zpid/#charts-and-data,http://www.zillow.com/homedetails/43-Melanie-Dr-Bella-Vista-AR-72714/70707888_zpid/,04/17/2007,170000,14375,http://www.zillow.com/homes/70707888_zpid/,1858,178315.0,161333.0,2004,169824.0
748,8748,44,Melanie Dr,Bella Vista,AR,72714,44 Melanie Dr Bella Vista AR,3.0,4,http://www.zillow.com/homes/comps/70627733_zpid/,http://www.zillow.com/homedetails/44-Melanie-Dr-Bella-Vista-AR-72714/70627733_zpid/#charts-and-data,http://www.zillow.com/homedetails/44-Melanie-Dr-Bella-Vista-AR-72714/70627733_zpid/,09/21/2011,227000,14374,http://www.zillow.com/homes/70627733_zpid/,3628,346640.0,287305.0,2004,312288.0
749,8749,45,Melanie Dr,Bella Vista,AR,72714,45 Melanie Dr Bella Vista AR,2.0,,http://www.zillow.com/homes/comps/70693435_zpid/,http://www.zillow.com/homedetails/45-Melanie-Dr-Bella-Vista-AR-72714/70693435_zpid/#charts-and-data,http://www.zillow.com/homedetails/45-Melanie-Dr-Bella-Vista-AR-72714/70693435_zpid/,06/28/2004,159333,13504,http://www.zillow.com/homes/70693435_zpid/,1888,178706.0,161686.0,2004,170196.0
750,8750,49,Melanie Dr,Bella Vista,AR,72714,49 Melanie Dr Bella Vista AR,3.5,,http://www.zillow.com/homes/comps/70613941_zpid/,http://www.zillow.com/homedetails/49-Melanie-Dr-Bella-Vista-AR-72714/70613941_zpid/#charts-and-data,http://www.zillow.com/homedetails/49-Melanie-Dr-Bella-Vista-AR-72714/70613941_zpid/,02/13/2006,238000,13504,http://www.zillow.com/homes/70613941_zpid/,1808,196628.0,177902.0,1991,187265.0
751,8751,53,Melanie Dr,Bella Vista,AR,72714,53 Melanie Dr Bella Vista AR,2.5,,http://www.zillow.com/homes/comps/70637737_zpid/,http://www.zillow.com/homedetails/53-Melanie-Dr-Bella-Vista-AR-72714/70637737_zpid/#charts-and-data,http://www.zillow.com/homedetails/53-Melanie-Dr-Bella-Vista-AR-72714/70637737_zpid/,04/22/1994,6000,13939,http://www.zillow.com/homes/70637737_zpid/,2240,206586.0,186912.0,1995,196749.0
752,8752,55,Melanie Dr,Bella Vista,AR,72714,55 Melanie Dr Bella Vista AR,3.0,,http://www.zillow.com/homes/comps/70602358_zpid/,http://www.zillow.com/homedetails/55-Melanie-Dr-Bella-Vista-AR-72714/70602358_zpid/#charts-and-data,http://www.zillow.com/homedetails/55-Melanie-Dr-Bella-Vista-AR-72714/70602358_zpid/,10/28/2010,9000,16117,http://www.zillow.com/homes/70602358_zpid/,2292,246873.0,221010.0,2006,235117.0
753,8753,57,Melanie Dr,Bella Vista,AR,72714,57 Melanie Dr Bella Vista AR,2.0,,http://www.zillow.com/homes/comps/70621705_zpid/,http://www.zillow.com/homedetails/57-Melanie-Dr-Bella-Vista-AR-72714/70621705_zpid/#charts-and-data,http://www.zillow.com/homedetails/57-Melanie-Dr-Bella-Vista-AR-72714/70621705_zpid/,08/20/2008,118000,20038,http://www.zillow.com/homes/70621705_zpid/,1366,137176.0,121499.0,1997,130644.0
754,8754,62,Melanie Dr,Bella Vista,AR,72714,62 Melanie Dr Bella Vista AR,3.0,,http://www.zillow.com/homes/comps/70661081_zpid/,http://www.zillow.com/homedetails/62-Melanie-Dr-Bella-Vista-AR-72714/70661081_zpid/#charts-and-data,http://www.zillow.com/homedetails/62-Melanie-Dr-Bella-Vista-AR-72714/70661081_zpid/,02/05/1997,130000,13068,http://www.zillow.com/homes/70661081_zpid/,1723,183668.0,166176.0,1994,174922.0
755,8755,63,Melanie Dr,Bella Vista,AR,72714,63 Melanie Dr Bella Vista AR,1.5,,http://www.zillow.com/homes/comps/70624928_zpid/,http://www.zillow.com/homedetails/63-Melanie-Dr-Bella-Vista-AR-72714/70624928_zpid/#charts-and-data,http://www.zillow.com/homedetails/63-Melanie-Dr-Bella-Vista-AR-72714/70624928_zpid/,05/25/2012,4200,14375,http://www.zillow.com/homes/70624928_zpid/,1514,148022.0,133924.0,,140973.0
756,8756,64,Melanie Dr,Bella Vista,AR,72714,64 Melanie Dr Bella Vista AR,3.0,,http://www.zillow.com/homes/comps/70724471_zpid/,http://www.zillow.com/homedetails/64-Melanie-Dr-Bella-Vista-AR-72714/70724471_zpid/#charts-and-data,http://www.zillow.com/homedetails/64-Melanie-Dr-Bella-Vista-AR-72714/70724471_zpid/,07/28/2006,1000,13939,http://www.zillow.com/homes/70724471_zpid/,1604,165186.0,146308.0,2006,157320.0
757,8757,65,Melanie Dr,Bella Vista,AR,72714,65 Melanie Dr Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70642505_zpid/,http://www.zillow.com/homedetails/65-Melanie-Dr-Bella-Vista-AR-72714/70642505_zpid/#charts-and-data,http://www.zillow.com/homedetails/65-Melanie-Dr-Bella-Vista-AR-72714/70642505_zpid/,05/23/2014,83000,13504,http://www.zillow.com/homes/70642505_zpid/,1360,136603.0,123593.0,1997,130098.0
758,8758,67,Melanie Dr,Bella Vista,AR,72714,67 Melanie Dr Bella Vista AR,2.0,4,http://www.zillow.com/homes/comps/70602848_zpid/,http://www.zillow.com/homedetails/67-Melanie-Dr-Bella-Vista-AR-72714/70602848_zpid/#charts-and-data,http://www.zillow.com/homedetails/67-Melanie-Dr-Bella-Vista-AR-72714/70602848_zpid/,09/10/2013,146000,13504,http://www.zillow.com/homes/70602848_zpid/,1936,182474.0,165096.0,2003,173785.0
759,8759,68,Melanie Dr,Bella Vista,AR,72714,68 Melanie Dr Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70652615_zpid/,http://www.zillow.com/homedetails/68-Melanie-Dr-Bella-Vista-AR-72714/70652615_zpid/#charts-and-data,http://www.zillow.com/homedetails/68-Melanie-Dr-Bella-Vista-AR-72714/70652615_zpid/,04/06/2001,80000,16117,http://www.zillow.com/homes/70652615_zpid/,1370,134715.0,121885.0,1992,128300.0
760,8760,69,Melanie Dr,Bella Vista,AR,72714,69 Melanie Dr Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70615245_zpid/,http://www.zillow.com/homedetails/69-Melanie-Dr-Bella-Vista-AR-72714/70615245_zpid/#charts-and-data,http://www.zillow.com/homedetails/69-Melanie-Dr-Bella-Vista-AR-72714/70615245_zpid/,03/19/2015,85000,13503,http://www.zillow.com/homes/70615245_zpid/,1433,136140.0,123174.0,1992,129657.0
761,8761,70,Melanie Dr,Bella Vista,AR,72714,70 Melanie Dr Bella Vista AR,,,,,,,,,,,,,,
