,NUMBER,STREET,CITY,REGION,POSTCODE,ADDRESS,bathrooms,bedrooms,comps_link,graphs_data,home_details,last_sold_date,last_sold_price,lot_size_sqft,map,sqft,valuation_range_high,valuation_range_low,year_built,zestimate
732,7,Astwood Ln,Bella Vista,AR,72714,7 Astwood Ln Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70690827_zpid/,http://www.zillow.com/homedetails/7-Astwood-Ln-Bella-Vista-AR-72714/70690827_zpid/#charts-and-data,http://www.zillow.com/homedetails/7-Astwood-Ln-Bella-Vista-AR-72714/70690827_zpid/,12/14/2011,97000,13939,http://www.zillow.com/homes/70690827_zpid/,2384,180432.0,139425.0,,164029.0
733,9,Astwood Ln,Bella Vista,AR,72714,9 Astwood Ln Bella Vista AR,2.5,2,http://www.zillow.com/homes/comps/70719806_zpid/,http://www.zillow.com/homedetails/9-Astwood-Ln-Bella-Vista-AR-72714/70719806_zpid/#charts-and-data,http://www.zillow.com/homedetails/9-Astwood-Ln-Bella-Vista-AR-72714/70719806_zpid/,05/20/2010,37000,7840,http://www.zillow.com/homes/70719806_zpid/,1134,99196.0,83135.0,1979,94472.0
734,2,Atkin Ln,Bella Vista,AR,72715,2 Atkin Ln Bella Vista AR,3.0,,http://www.zillow.com/homes/comps/70609316_zpid/,http://www.zillow.com/homedetails/2-Atkin-Ln-Bella-Vista-AR-72715/70609316_zpid/#charts-and-data,http://www.zillow.com/homedetails/2-Atkin-Ln-Bella-Vista-AR-72715/70609316_zpid/,12/30/2005,5000,13504,http://www.zillow.com/homes/70609316_zpid/,3147,325752.0,286541.0,2005,301622.0
735,6,Attleborough Ln,Bella Vista,AR,72714,6 Attleborough Ln Bella Vista AR,2.0,,http://www.zillow.com/homes/comps/70705054_zpid/,http://www.zillow.com/homedetails/6-Attleborough-Ln-Bella-Vista-AR-72714/70705054_zpid/#charts-and-data,http://www.zillow.com/homedetails/6-Attleborough-Ln-Bella-Vista-AR-72714/70705054_zpid/,03/31/2005,280000,24829,http://www.zillow.com/homes/70705054_zpid/,3125,297856.0,269488.0,2005,283672.0
736,11,Attleborough Ln,Bella Vista,AR,72714,11 Attleborough Ln Bella Vista AR,3.0,,http://www.zillow.com/homes/comps/70674769_zpid/,http://www.zillow.com/homedetails/11-Attleborough-Ln-Bella-Vista-AR-72714/70674769_zpid/#charts-and-data,http://www.zillow.com/homedetails/11-Attleborough-Ln-Bella-Vista-AR-72714/70674769_zpid/,07/22/1997,6000,28314,http://www.zillow.com/homes/70674769_zpid/,2232,255191.0,230887.0,1998,243039.0
737,14,Attleborough Ln,Bella Vista,AR,72714,14 Attleborough Ln Bella Vista AR,3.0,5,http://www.zillow.com/homes/comps/70634714_zpid/,http://www.zillow.com/homedetails/14-Attleborough-Ln-Bella-Vista-AR-72714/70634714_zpid/#charts-and-data,http://www.zillow.com/homedetails/14-Attleborough-Ln-Bella-Vista-AR-72714/70634714_zpid/,08/21/2008,232000,25264,http://www.zillow.com/homes/70634714_zpid/,3000,277089.0,207817.0,2006,247401.0
738,16,Attleborough Ln,Bella Vista,AR,72714,16 Attleborough Ln Bella Vista AR,2.5,4,http://www.zillow.com/homes/comps/70652575_zpid/,http://www.zillow.com/homedetails/16-Attleborough-Ln-Bella-Vista-AR-72714/70652575_zpid/#charts-and-data,http://www.zillow.com/homedetails/16-Attleborough-Ln-Bella-Vista-AR-72714/70652575_zpid/,12/15/2015,104900,27007,http://www.zillow.com/homes/70652575_zpid/,2354,233909.0,185927.0,1994,199922.0
739,18,Attleborough Ln,Bella Vista,AR,72714,18 Attleborough Ln Bella Vista AR,3.5,3,http://www.zillow.com/homes/comps/70711558_zpid/,http://www.zillow.com/homedetails/18-Attleborough-Ln-Bella-Vista-AR-72714/70711558_zpid/#charts-and-data,http://www.zillow.com/homedetails/18-Attleborough-Ln-Bella-Vista-AR-72714/70711558_zpid/,10/05/2010,215000,43560,http://www.zillow.com/homes/70711558_zpid/,2645,377182.0,341260.0,2007,359221.0
740,24,Attleborough Ln,Bella Vista,AR,72714,24 Attleborough Ln Bella Vista AR,3.0,5,http://www.zillow.com/homes/comps/70662963_zpid/,http://www.zillow.com/homedetails/24-Attleborough-Ln-Bella-Vista-AR-72714/70662963_zpid/#charts-and-data,http://www.zillow.com/homedetails/24-Attleborough-Ln-Bella-Vista-AR-72714/70662963_zpid/,05/04/2005,280000,30000,http://www.zillow.com/homes/70662963_zpid/,3276,335970.0,297936.0,2003,316953.0
741,25,Attleborough Ln,Bella Vista,AR,72714,25 Attleborough Ln Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70630393_zpid/,http://www.zillow.com/homedetails/25-Attleborough-Ln-Bella-Vista-AR-72714/70630393_zpid/#charts-and-data,http://www.zillow.com/homedetails/25-Attleborough-Ln-Bella-Vista-AR-72714/70630393_zpid/,01/26/2016,165000,24829,http://www.zillow.com/homes/70630393_zpid/,1828,186327.0,168581.0,1996,177454.0
742,27,Attleborough Ln,Bella Vista,AR,72714,27 Attleborough Ln Bella Vista AR,3.0,,http://www.zillow.com/homes/comps/70681880_zpid/,http://www.zillow.com/homedetails/27-Attleborough-Ln-Bella-Vista-AR-72714/70681880_zpid/#charts-and-data,http://www.zillow.com/homedetails/27-Attleborough-Ln-Bella-Vista-AR-72714/70681880_zpid/,12/29/2003,3000,28750,http://www.zillow.com/homes/70681880_zpid/,3113,331468.0,297071.0,2003,312706.0
743,32,Attleborough Ln,Bella Vista,AR,72714,32 Attleborough Ln Bella Vista AR,3.0,3,http://www.zillow.com/homes/comps/70718447_zpid/,http://www.zillow.com/homedetails/32-Attleborough-Ln-Bella-Vista-AR-72714/70718447_zpid/#charts-and-data,http://www.zillow.com/homedetails/32-Attleborough-Ln-Bella-Vista-AR-72714/70718447_zpid/,01/28/2016,240000,55321,http://www.zillow.com/homes/70718447_zpid/,2280,251635.0,227669.0,2004,239652.0
744,1,Audley Cir,Bella Vista,AR,72715,1 Audley Cir Bella Vista AR,2.0,,http://www.zillow.com/homes/comps/70708969_zpid/,http://www.zillow.com/homedetails/1-Audley-Cir-Bella-Vista-AR-72715/70708969_zpid/#charts-and-data,http://www.zillow.com/homedetails/1-Audley-Cir-Bella-Vista-AR-72715/70708969_zpid/,,,15246,http://www.zillow.com/homes/70708969_zpid/,1848,171542.0,155204.0,1983,163373.0
745,2,Audley Cir,Bella Vista,AR,72715,2 Audley Cir Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70661734_zpid/,http://www.zillow.com/homedetails/2-Audley-Cir-Bella-Vista-AR-72715/70661734_zpid/#charts-and-data,http://www.zillow.com/homedetails/2-Audley-Cir-Bella-Vista-AR-72715/70661734_zpid/,04/22/2011,143000,15682,http://www.zillow.com/homes/70661734_zpid/,2043,182744.0,158378.0,1984,174042.0
746,5,Audley Cir,Bella Vista,AR,72715,5 Audley Cir Bella Vista AR,3.0,,http://www.zillow.com/homes/comps/70681546_zpid/,http://www.zillow.com/homedetails/5-Audley-Cir-Bella-Vista-AR-72715/70681546_zpid/#charts-and-data,http://www.zillow.com/homedetails/5-Audley-Cir-Bella-Vista-AR-72715/70681546_zpid/,02/06/2003,175000,14810,http://www.zillow.com/homes/70681546_zpid/,1984,228540.0,193715.0,1987,217657.0
747,1,August Ln,Bella Vista,AR,72715,1 August Ln Bella Vista AR,2.0,,http://www.zillow.com/homes/comps/70708551_zpid/,http://www.zillow.com/homedetails/1-August-Ln-Bella-Vista-AR-72715/70708551_zpid/#charts-and-data,http://www.zillow.com/homedetails/1-August-Ln-Bella-Vista-AR-72715/70708551_zpid/,08/10/2007,91000,2178,http://www.zillow.com/homes/70708551_zpid/,1088,80339.0,72687.0,,76513.0
748,3,August Ln,Bella Vista,AR,72715,3 August Ln Bella Vista AR,2.0,2,http://www.zillow.com/homes/comps/70719756_zpid/,http://www.zillow.com/homedetails/3-August-Ln-Bella-Vista-AR-72715/70719756_zpid/#charts-and-data,http://www.zillow.com/homedetails/3-August-Ln-Bella-Vista-AR-72715/70719756_zpid/,10/09/2013,70000,2178,http://www.zillow.com/homes/70719756_zpid/,1088,79218.0,69410.0,1978,75446.0
749,5,August Ln,Bella Vista,AR,72715,5 August Ln Bella Vista AR,2.0,,http://www.zillow.com/homes/comps/70661770_zpid/,http://www.zillow.com/homedetails/5-August-Ln-Bella-Vista-AR-72715/70661770_zpid/#charts-and-data,http://www.zillow.com/homedetails/5-August-Ln-Bella-Vista-AR-72715/70661770_zpid/,,,2178,http://www.zillow.com/homes/70661770_zpid/,1916,144128.0,95271.0,,122142.0
750,7,August Ln,Bella Vista,AR,72715,7 August Ln Bella Vista AR,1.5,2,http://www.zillow.com/homes/comps/70675912_zpid/,http://www.zillow.com/homedetails/7-August-Ln-Bella-Vista-AR-72715/70675912_zpid/#charts-and-data,http://www.zillow.com/homedetails/7-August-Ln-Bella-Vista-AR-72715/70675912_zpid/,,,871,http://www.zillow.com/homes/70675912_zpid/,1150,79978.0,65506.0,1977,76170.0
751,9,August Ln,Bella Vista,AR,72715,9 August Ln Bella Vista AR,2.0,,http://www.zillow.com/homes/comps/70636828_zpid/,http://www.zillow.com/homedetails/9-August-Ln-Bella-Vista-AR-72715/70636828_zpid/#charts-and-data,http://www.zillow.com/homedetails/9-August-Ln-Bella-Vista-AR-72715/70636828_zpid/,05/17/2006,82000,1307,http://www.zillow.com/homes/70636828_zpid/,1184,84483.0,74314.0,,78225.0
752,11,August Ln,Bella Vista,AR,72715,11 August Ln Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70648064_zpid/,http://www.zillow.com/homedetails/11-August-Ln-Bella-Vista-AR-72715/70648064_zpid/#charts-and-data,http://www.zillow.com/homedetails/11-August-Ln-Bella-Vista-AR-72715/70648064_zpid/,11/27/2012,75000,1307,http://www.zillow.com/homes/70648064_zpid/,1760,109042.0,71503.0,1977,89379.0
753,13,August Ln,Bella Vista,AR,72715,13 August Ln Bella Vista AR,1.5,2,http://www.zillow.com/homes/comps/70715800_zpid/,http://www.zillow.com/homedetails/13-August-Ln-Bella-Vista-AR-72715/70715800_zpid/#charts-and-data,http://www.zillow.com/homedetails/13-August-Ln-Bella-Vista-AR-72715/70715800_zpid/,01/14/2010,73000,871,http://www.zillow.com/homes/70715800_zpid/,1216,81060.0,71884.0,1978,76472.0
754,15,August Ln,Bella Vista,AR,72715,15 August Ln Bella Vista AR,1.5,2,http://www.zillow.com/homes/comps/70729318_zpid/,http://www.zillow.com/homedetails/15-August-Ln-Bella-Vista-AR-72715/70729318_zpid/#charts-and-data,http://www.zillow.com/homedetails/15-August-Ln-Bella-Vista-AR-72715/70729318_zpid/,04/23/2012,79000,871,http://www.zillow.com/homes/70729318_zpid/,1216,82167.0,72090.0,,77516.0
755,17,August Ln,Bella Vista,AR,72715,17 August Ln Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70689604_zpid/,http://www.zillow.com/homedetails/17-August-Ln-Bella-Vista-AR-72715/70689604_zpid/#charts-and-data,http://www.zillow.com/homedetails/17-August-Ln-Bella-Vista-AR-72715/70689604_zpid/,05/24/2016,75500,1306,http://www.zillow.com/homes/70689604_zpid/,1632,88293.0,74891.0,1977,78833.0
756,3,Aust Cir,Bella Vista,AR,72714,3 Aust Cir Bella Vista AR,2.0,,http://www.zillow.com/homes/comps/70613993_zpid/,http://www.zillow.com/homedetails/3-Aust-Cir-Bella-Vista-AR-72714/70613993_zpid/#charts-and-data,http://www.zillow.com/homedetails/3-Aust-Cir-Bella-Vista-AR-72714/70613993_zpid/,05/30/2006,157333,16117,http://www.zillow.com/homes/70613993_zpid/,1586,164974.0,147691.0,2002,157118.0
757,4,Aust Cir,Bella Vista,AR,72714,4 Aust Cir Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70695757_zpid/,http://www.zillow.com/homedetails/4-Aust-Cir-Bella-Vista-AR-72714/70695757_zpid/#charts-and-data,http://www.zillow.com/homedetails/4-Aust-Cir-Bella-Vista-AR-72714/70695757_zpid/,07/13/2015,134900,14810,http://www.zillow.com/homes/70695757_zpid/,1659,171544.0,155206.0,2004,163375.0
758,5,Aust Cir,Bella Vista,AR,72714,5 Aust Cir Bella Vista AR,2.0,,http://www.zillow.com/homes/comps/70662808_zpid/,http://www.zillow.com/homedetails/5-Aust-Cir-Bella-Vista-AR-72714/70662808_zpid/#charts-and-data,http://www.zillow.com/homedetails/5-Aust-Cir-Bella-Vista-AR-72714/70662808_zpid/,10/11/2006,175000,15246,http://www.zillow.com/homes/70662808_zpid/,1722,173307.0,156801.0,2005,165054.0
759,4,Avebury Ln,Bella Vista,AR,72714,4 Avebury Ln Bella Vista AR,3.0,4,http://www.zillow.com/homes/comps/70619790_zpid/,http://www.zillow.com/homedetails/4-Avebury-Ln-Bella-Vista-AR-72714/70619790_zpid/#charts-and-data,http://www.zillow.com/homedetails/4-Avebury-Ln-Bella-Vista-AR-72714/70619790_zpid/,08/08/2013,200000,12632,http://www.zillow.com/homes/70619790_zpid/,3005,251987.0,227989.0,2006,239988.0
760,5,Avebury Ln,Bella Vista,AR,72714,5 Avebury Ln Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70601527_zpid/,http://www.zillow.com/homedetails/5-Avebury-Ln-Bella-Vista-AR-72714/70601527_zpid/#charts-and-data,http://www.zillow.com/homedetails/5-Avebury-Ln-Bella-Vista-AR-72714/70601527_zpid/,06/10/2014,136000,13503,http://www.zillow.com/homes/70601527_zpid/,1818,177589.0,160675.0,2003,169132.0
761,1,Aveton Ln,Bella Vista,AR,72714,1 Aveton Ln Bella Vista AR,3.0,3,http://www.zillow.com/homes/comps/70612602_zpid/,http://www.zillow.com/homedetails/1-Aveton-Ln-Bella-Vista-AR-72714/70612602_zpid/#charts-and-data,http://www.zillow.com/homedetails/1-Aveton-Ln-Bella-Vista-AR-72714/70612602_zpid/,12/10/2014,180000,76,http://www.zillow.com/homes/70612602_zpid/,1740,185642.0,167962.0,2005,176802.0
762,3,Aveton Ln,Bella Vista,AR,72714,3 Aveton Ln Bella Vista AR,2.0,,http://www.zillow.com/homes/comps/70626515_zpid/,http://www.zillow.com/homedetails/3-Aveton-Ln-Bella-Vista-AR-72714/70626515_zpid/#charts-and-data,http://www.zillow.com/homedetails/3-Aveton-Ln-Bella-Vista-AR-72714/70626515_zpid/,12/14/2004,3000,13939,http://www.zillow.com/homes/70626515_zpid/,1412,146306.0,132372.0,,139339.0
763,24,Aveton Ln,Bella Vista,AR,72714,24 Aveton Ln Bella Vista AR,2.0,4,http://www.zillow.com/homes/comps/70639009_zpid/,http://www.zillow.com/homedetails/24-Aveton-Ln-Bella-Vista-AR-72714/70639009_zpid/#charts-and-data,http://www.zillow.com/homedetails/24-Aveton-Ln-Bella-Vista-AR-72714/70639009_zpid/,11/03/2008,143000,12197,http://www.zillow.com/homes/70639009_zpid/,1890,244394.0,209810.0,2006,230560.0
764,27,Aveton Ln,Bella Vista,AR,72714,27 Aveton Ln Bella Vista AR,2.0,,http://www.zillow.com/homes/comps/70649025_zpid/,http://www.zillow.com/homedetails/27-Aveton-Ln-Bella-Vista-AR-72714/70649025_zpid/#charts-and-data,http://www.zillow.com/homedetails/27-Aveton-Ln-Bella-Vista-AR-72714/70649025_zpid/,01/16/2013,147000,13068,http://www.zillow.com/homes/70649025_zpid/,1803,183412.0,165944.0,2009,174678.0
765,29,Aveton Ln,Bella Vista,AR,72714,29 Aveton Ln Bella Vista AR,2.0,,http://www.zillow.com/homes/comps/70718588_zpid/,http://www.zillow.com/homedetails/29-Aveton-Ln-Bella-Vista-AR-72714/70718588_zpid/#charts-and-data,http://www.zillow.com/homedetails/29-Aveton-Ln-Bella-Vista-AR-72714/70718588_zpid/,04/21/2015,180000,13939,http://www.zillow.com/homes/70718588_zpid/,1944,209860.0,188082.0,2006,197981.0
766,30,Aveton Ln,Bella Vista,AR,72714,30 Aveton Ln Bella Vista AR,3.0,4,http://www.zillow.com/homes/comps/70730320_zpid/,http://www.zillow.com/homedetails/30-Aveton-Ln-Bella-Vista-AR-72714/70730320_zpid/#charts-and-data,http://www.zillow.com/homedetails/30-Aveton-Ln-Bella-Vista-AR-72714/70730320_zpid/,03/10/2015,240000,10890,http://www.zillow.com/homes/70730320_zpid/,3196,315584.0,279858.0,2006,297721.0
767,35,Aveton Ln,Bella Vista,AR,72714,35 Aveton Ln Bella Vista AR,,,,,,,,,,,,,,
768,36,Aveton Ln,Bella Vista,AR,72714,36 Aveton Ln Bella Vista AR,,,,,,,,,,,,,,
769,4,Avon Ln,Bella Vista,AR,72715,4 Avon Ln Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70628531_zpid/,http://www.zillow.com/homedetails/4-Avon-Ln-Bella-Vista-AR-72715/70628531_zpid/#charts-and-data,http://www.zillow.com/homedetails/4-Avon-Ln-Bella-Vista-AR-72715/70628531_zpid/,06/06/2016,130000,11761,http://www.zillow.com/homes/70628531_zpid/,1566,137594.0,124490.0,1983,131042.0
770,5,Aycock Ln,Bella Vista,AR,72715,5 Aycock Ln Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70640052_zpid/,http://www.zillow.com/homedetails/5-Aycock-Ln-Bella-Vista-AR-72715/70640052_zpid/#charts-and-data,http://www.zillow.com/homedetails/5-Aycock-Ln-Bella-Vista-AR-72715/70640052_zpid/,06/02/2004,107000,13068,http://www.zillow.com/homes/70640052_zpid/,1379,127830.0,115656.0,1990,121743.0
771,7,Aycock Ln,Bella Vista,AR,72715,7 Aycock Ln Bella Vista AR,,0,http://www.zillow.com/homes/comps/70600889_zpid/,http://www.zillow.com/homedetails/7-Aycock-Ln-Bella-Vista-AR-72715/70600889_zpid/#charts-and-data,http://www.zillow.com/homedetails/7-Aycock-Ln-Bella-Vista-AR-72715/70600889_zpid/,10/28/2009,139000,16117,http://www.zillow.com/homes/70600889_zpid/,,,,,
772,1,Aylesford Ln,Bella Vista,AR,72715,1 Aylesford Ln Bella Vista AR,2.0,,http://www.zillow.com/homes/comps/70673252_zpid/,http://www.zillow.com/homedetails/1-Aylesford-Ln-Bella-Vista-AR-72715/70673252_zpid/#charts-and-data,http://www.zillow.com/homedetails/1-Aylesford-Ln-Bella-Vista-AR-72715/70673252_zpid/,04/21/2003,239000,20038,http://www.zillow.com/homes/70673252_zpid/,2175,215439.0,194921.0,2002,205180.0
773,2,Aylesford Ln,Bella Vista,AR,72715,2 Aylesford Ln Bella Vista AR,2.0,,http://www.zillow.com/homes/comps/70696126_zpid/,http://www.zillow.com/homedetails/2-Aylesford-Ln-Bella-Vista-AR-72715/70696126_zpid/#charts-and-data,http://www.zillow.com/homedetails/2-Aylesford-Ln-Bella-Vista-AR-72715/70696126_zpid/,01/21/2009,222000,20473,http://www.zillow.com/homes/70696126_zpid/,1968,205579.0,186001.0,2003,195790.0
774,3,Aylesford Ln,Bella Vista,AR,72715,3 Aylesford Ln Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70687213_zpid/,http://www.zillow.com/homedetails/3-Aylesford-Ln-Bella-Vista-AR-72715/70687213_zpid/#charts-and-data,http://www.zillow.com/homedetails/3-Aylesford-Ln-Bella-Vista-AR-72715/70687213_zpid/,05/04/2015,155000,16552,http://www.zillow.com/homes/70687213_zpid/,1891,195883.0,177227.0,2001,186555.0
775,4,Aylesford Ln,Bella Vista,AR,72715,4 Aylesford Ln Bella Vista AR,2.0,,http://www.zillow.com/homes/comps/70657336_zpid/,http://www.zillow.com/homedetails/4-Aylesford-Ln-Bella-Vista-AR-72715/70657336_zpid/#charts-and-data,http://www.zillow.com/homedetails/4-Aylesford-Ln-Bella-Vista-AR-72715/70657336_zpid/,07/01/2010,176000,17424,http://www.zillow.com/homes/70657336_zpid/,1609,178436.0,159743.0,2003,169939.0
776,5,Aylesford Ln,Bella Vista,AR,72715,5 Aylesford Ln Bella Vista AR,2.0,,http://www.zillow.com/homes/comps/70733664_zpid/,http://www.zillow.com/homedetails/5-Aylesford-Ln-Bella-Vista-AR-72715/70733664_zpid/#charts-and-data,http://www.zillow.com/homedetails/5-Aylesford-Ln-Bella-Vista-AR-72715/70733664_zpid/,07/24/2012,217000,20038,http://www.zillow.com/homes/70733664_zpid/,1828,199298.0,180318.0,2003,189808.0
777,6,Aylesford Ln,Bella Vista,AR,72715,6 Aylesford Ln Bella Vista AR,2.5,,http://www.zillow.com/homes/comps/70651577_zpid/,http://www.zillow.com/homedetails/6-Aylesford-Ln-Bella-Vista-AR-72715/70651577_zpid/#charts-and-data,http://www.zillow.com/homedetails/6-Aylesford-Ln-Bella-Vista-AR-72715/70651577_zpid/,07/01/2004,230000,16988,http://www.zillow.com/homes/70651577_zpid/,2098,227906.0,196252.0,2004,211024.0
778,7,Aylesford Ln,Bella Vista,AR,72715,7 Aylesford Ln Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70620950_zpid/,http://www.zillow.com/homedetails/7-Aylesford-Ln-Bella-Vista-AR-72715/70620950_zpid/#charts-and-data,http://www.zillow.com/homedetails/7-Aylesford-Ln-Bella-Vista-AR-72715/70620950_zpid/,10/05/2004,182000,25264,http://www.zillow.com/homes/70620950_zpid/,1650,183086.0,165650.0,2004,174368.0
779,8,Aylesford Ln,Bella Vista,AR,72715,8 Aylesford Ln Bella Vista AR,2.0,,http://www.zillow.com/homes/comps/70702999_zpid/,http://www.zillow.com/homedetails/8-Aylesford-Ln-Bella-Vista-AR-72715/70702999_zpid/#charts-and-data,http://www.zillow.com/homedetails/8-Aylesford-Ln-Bella-Vista-AR-72715/70702999_zpid/,12/09/2008,184000,16553,http://www.zillow.com/homes/70702999_zpid/,1732,194003.0,175527.0,2006,184765.0
780,9,Aylesford Ln,Bella Vista,AR,72715,9 Aylesford Ln Bella Vista AR,3.0,,http://www.zillow.com/homes/comps/70635601_zpid/,http://www.zillow.com/homedetails/9-Aylesford-Ln-Bella-Vista-AR-72715/70635601_zpid/#charts-and-data,http://www.zillow.com/homedetails/9-Aylesford-Ln-Bella-Vista-AR-72715/70635601_zpid/,10/21/2008,211000,23958,http://www.zillow.com/homes/70635601_zpid/,1911,218311.0,193597.0,2008,205954.0
781,10,Aylesford Ln,Bella Vista,AR,72715,10 Aylesford Ln Bella Vista AR,2.0,,http://www.zillow.com/homes/comps/70627246_zpid/,http://www.zillow.com/homedetails/10-Aylesford-Ln-Bella-Vista-AR-72715/70627246_zpid/#charts-and-data,http://www.zillow.com/homedetails/10-Aylesford-Ln-Bella-Vista-AR-72715/70627246_zpid/,04/03/2006,182000,16553,http://www.zillow.com/homes/70627246_zpid/,1833,198145.0,179275.0,2006,188710.0
782,11,Aylesford Ln,Bella Vista,AR,72715,11 Aylesford Ln Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70649242_zpid/,http://www.zillow.com/homedetails/11-Aylesford-Ln-Bella-Vista-AR-72715/70649242_zpid/#charts-and-data,http://www.zillow.com/homedetails/11-Aylesford-Ln-Bella-Vista-AR-72715/70649242_zpid/,05/06/2016,184900,21780,http://www.zillow.com/homes/70649242_zpid/,2032,203528.0,184144.0,2003,193836.0
783,14,Aylesford Ln,Bella Vista,AR,72715,14 Aylesford Ln Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70723990_zpid/,http://www.zillow.com/homedetails/14-Aylesford-Ln-Bella-Vista-AR-72715/70723990_zpid/#charts-and-data,http://www.zillow.com/homedetails/14-Aylesford-Ln-Bella-Vista-AR-72715/70723990_zpid/,05/01/2013,163000,25700,http://www.zillow.com/homes/70723990_zpid/,1757,187580.0,169716.0,2003,178648.0
784,4,Aylsham Ln,Bella Vista,AR,72714,4 Aylsham Ln Bella Vista AR,2.0,2,http://www.zillow.com/homes/comps/70693715_zpid/,http://www.zillow.com/homedetails/4-Aylsham-Ln-Bella-Vista-AR-72714/70693715_zpid/#charts-and-data,http://www.zillow.com/homedetails/4-Aylsham-Ln-Bella-Vista-AR-72714/70693715_zpid/,07/18/2014,94750,12632,http://www.zillow.com/homes/70693715_zpid/,1565,142514.0,127584.0,1991,135728.0
785,11,Aylsham Ln,Bella Vista,AR,72714,11 Aylsham Ln Bella Vista AR,2.0,,http://www.zillow.com/homes/comps/70632106_zpid/,http://www.zillow.com/homedetails/11-Aylsham-Ln-Bella-Vista-AR-72714/70632106_zpid/#charts-and-data,http://www.zillow.com/homedetails/11-Aylsham-Ln-Bella-Vista-AR-72714/70632106_zpid/,08/18/2003,125000,13504,http://www.zillow.com/homes/70632106_zpid/,1628,164589.0,148913.0,2003,156751.0
786,1,Ayr Cir,Bella Vista,AR,72715,1 Ayr Cir Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70673587_zpid/,http://www.zillow.com/homedetails/1-Ayr-Cir-Bella-Vista-AR-72715/70673587_zpid/#charts-and-data,http://www.zillow.com/homedetails/1-Ayr-Cir-Bella-Vista-AR-72715/70673587_zpid/,01/13/2015,176000,12632,http://www.zillow.com/homes/70673587_zpid/,1980,196685.0,177953.0,2005,187319.0
787,4,Ayr Dr,Bella Vista,AR,72715,4 Ayr Dr Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70723171_zpid/,http://www.zillow.com/homedetails/4-Ayr-Dr-Bella-Vista-AR-72715/70723171_zpid/#charts-and-data,http://www.zillow.com/homedetails/4-Ayr-Dr-Bella-Vista-AR-72715/70723171_zpid/,10/25/2012,179000,15246,http://www.zillow.com/homes/70723171_zpid/,2015,217107.0,196431.0,2004,206769.0
788,4,Ayr Cir,Bella Vista,AR,72715,4 Ayr Cir Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70675915_zpid/,http://www.zillow.com/homedetails/4-Ayr-Cir-Bella-Vista-AR-72715/70675915_zpid/#charts-and-data,http://www.zillow.com/homedetails/4-Ayr-Cir-Bella-Vista-AR-72715/70675915_zpid/,03/21/2012,103000,7304,http://www.zillow.com/homes/70675915_zpid/,1646,148834.0,134660.0,1993,141747.0
789,7,Ayr Dr,Bella Vista,AR,72715,7 Ayr Dr Bella Vista AR,2.0,,http://www.zillow.com/homes/comps/70668005_zpid/,http://www.zillow.com/homedetails/7-Ayr-Dr-Bella-Vista-AR-72715/70668005_zpid/#charts-and-data,http://www.zillow.com/homedetails/7-Ayr-Dr-Bella-Vista-AR-72715/70668005_zpid/,09/05/2012,115000,13504,http://www.zillow.com/homes/70668005_zpid/,1576,167076.0,143654.0,2001,156146.0
790,11,Ayr Dr,Bella Vista,AR,72715,11 Ayr Dr Bella Vista AR,2.0,,http://www.zillow.com/homes/comps/70693917_zpid/,http://www.zillow.com/homedetails/11-Ayr-Dr-Bella-Vista-AR-72715/70693917_zpid/#charts-and-data,http://www.zillow.com/homedetails/11-Ayr-Dr-Bella-Vista-AR-72715/70693917_zpid/,08/27/2011,220000,14375,http://www.zillow.com/homes/70693917_zpid/,2036,208870.0,188978.0,2007,198924.0
791,13,Ayr Dr,Bella Vista,AR,72715,13 Ayr Dr Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70725237_zpid/,http://www.zillow.com/homedetails/13-Ayr-Dr-Bella-Vista-AR-72715/70725237_zpid/#charts-and-data,http://www.zillow.com/homedetails/13-Ayr-Dr-Bella-Vista-AR-72715/70725237_zpid/,09/23/2010,139000,12632,http://www.zillow.com/homes/70725237_zpid/,2021,187288.0,169452.0,2008,178370.0
792,17,Ayr Dr,Bella Vista,AR,72715,17 Ayr Dr Bella Vista AR,2.5,,http://www.zillow.com/homes/comps/70695495_zpid/,http://www.zillow.com/homedetails/17-Ayr-Dr-Bella-Vista-AR-72715/70695495_zpid/#charts-and-data,http://www.zillow.com/homedetails/17-Ayr-Dr-Bella-Vista-AR-72715/70695495_zpid/,10/26/2006,184000,12197,http://www.zillow.com/homes/70695495_zpid/,1709,183588.0,166104.0,2006,174846.0
